AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleRightX,AnkleRightY,AnkleRightZ,KneeLeftX,KneeLeftY,KneeLeftZ,KneeRightX,KneeRightY,KneeRightZ,HipLeftX,HipLeftY,HipLefttZ,HipRightX,HipRightY,HipRightZ,timestamp
220.456268,-579.822021,1624.450317,-60.976490,-607.317749,1602.941772,178.547272,-243.768112,1474.025024,-49.680038,-240.265305,1529.692627,152.261261,142.890381,1486.214111,-13.883211,144.933792,1510.690552,0
229.327805,-581.491821,1620.898682,-54.249474,-594.189148,1599.501343,191.819626,-237.723495,1492.440308,-42.525196,-229.158066,1524.814941,164.951096,147.340424,1492.570923,0.436038,154.012726,1521.632813,0
229.810593,-582.857971,1623.540405,-53.420940,-594.649536,1596.837524,199.037506,-236.505203,1497.761719,-36.437828,-228.357239,1524.999146,174.679871,149.632401,1495.750488,10.098659,155.320297,1526.846680,0
230.479614,-585.603699,1635.205933,-47.390648,-589.470703,1595.443481,209.092346,-235.576019,1518.410522,-30.154888,-224.149124,1519.611694,193.801437,150.725739,1507.604980,29.603430,156.983536,1540.218384,0
235.822678,-587.229492,1635.144165,-46.200554,-586.986755,1594.904907,215.530807,-235.360428,1521.463501,-24.788164,-221.223022,1518.708618,212.502777,152.016418,1512.042725,48.420517,157.829590,1546.909058,0
238.354355,-597.199219,1640.759033,-43.407452,-591.754333,1598.450928,224.558441,-239.997421,1536.667236,-20.643547,-223.531067,1524.669189,228.940247,149.266953,1521.696899,64.964745,154.330887,1561.208252,0
249.184204,-593.784912,1634.747803,-34.728119,-590.386414,1602.119385,238.458725,-237.381012,1525.216187,-5.483665,-221.121460,1532.357422,245.294449,152.860550,1524.088867,81.648415,157.382996,1566.285522,0
252.995102,-598.728699,1640.582031,-16.230465,-593.701538,1632.835205,238.891479,-240.552582,1527.126099,0.113375,-223.020248,1551.108032,257.563446,152.416092,1527.185059,95.561676,157.117538,1579.830078,0
253.553635,-602.136963,1639.052734,-8.818129,-592.629150,1656.532104,240.483856,-244.357025,1528.142822,3.608346,-225.230759,1565.353882,261.079620,147.270325,1524.961060,101.094887,153.853470,1581.691528,0
256.298645,-607.103271,1639.363525,4.817907,-591.122437,1690.452148,241.042740,-246.894424,1531.261475,8.495190,-227.527359,1578.869873,262.323212,146.303986,1524.027710,104.033524,154.022293,1587.164307,0
260.827698,-610.894775,1632.538574,49.554825,-584.904846,1736.042603,240.552338,-248.919434,1529.482788,24.024673,-224.252197,1616.292603,261.100555,144.673676,1515.420410,111.904655,159.307510,1597.320801,0
263.074249,-609.680725,1632.808838,64.957230,-578.176941,1760.781372,239.649673,-249.419373,1528.008179,27.891823,-221.768372,1634.654297,259.835693,143.142242,1513.319824,115.038002,159.942596,1601.530029,0
261.729431,-605.790100,1625.238403,108.981178,-570.168457,1798.020264,238.762756,-247.243820,1520.556641,50.736347,-219.376160,1669.353027,262.663971,143.194550,1502.831299,127.255112,158.573013,1603.801270,0
263.972046,-601.757324,1623.206665,123.859245,-563.245300,1806.148560,237.380661,-243.255539,1518.171143,51.422581,-211.624695,1686.375610,258.153198,147.719513,1501.509155,127.065483,164.385178,1608.049561,0
268.397217,-596.726440,1623.334351,135.725708,-559.795044,1814.270264,235.936249,-240.613235,1513.805664,54.540932,-208.309113,1701.612793,257.363220,149.893951,1500.322998,128.926987,164.355301,1609.987061,0
277.173492,-598.348022,1616.824219,169.937805,-564.565674,1807.769897,230.093216,-243.372803,1518.078613,75.353775,-209.893021,1729.322388,251.992645,144.342957,1501.891479,139.059250,158.868546,1625.897705,0
276.694061,-599.178955,1615.810669,175.451691,-569.625244,1807.840210,229.253510,-242.283844,1522.446045,82.852127,-211.516113,1741.126343,249.623520,145.649399,1498.787109,149.051315,156.193909,1633.664551,0
280.385620,-602.504822,1610.508789,175.162247,-573.837524,1811.363892,205.757751,-245.671326,1525.132080,84.202156,-210.156036,1760.220703,229.073593,145.281372,1515.058716,154.455368,163.237564,1666.409302,0
278.687286,-601.674194,1609.004761,175.028442,-573.588501,1811.658691,193.636765,-245.129837,1526.574951,85.246552,-207.658157,1765.057983,215.241165,147.326965,1519.164063,155.177521,168.612228,1677.070557,0
269.281860,-586.052612,1601.068970,140.404221,-549.061035,1802.052979,178.706650,-235.800079,1523.823364,64.051094,-188.656448,1738.644653,204.647720,150.327011,1531.821899,160.456009,182.661209,1690.291260,0
240.381332,-573.757751,1585.346802,110.120026,-529.139465,1813.601440,128.541031,-230.727203,1521.639282,25.699049,-171.942657,1765.026855,188.400345,146.006088,1559.868408,161.295914,183.286987,1719.399536,0
231.789032,-563.336243,1580.181152,96.669701,-520.059326,1833.310791,97.938004,-224.399506,1530.097656,18.861547,-158.250656,1798.604858,182.878159,148.003906,1577.429810,171.418930,189.503616,1738.488892,0
191.946899,-528.532043,1571.036255,196.570679,-556.958435,1811.365356,19.506201,-202.995667,1545.273926,137.564911,-188.766830,1796.841919,167.420670,150.135590,1597.537964,200.320343,189.973206,1756.736572,0
